_version_,age_in_days,age_in_weeks,allele_accession_id,allele_symbol,allelic_composition,biological_sample_group,category,colony_id,data_point,datasource_name,date_of_birth,date_of_experiment,developmental_stage_acc,developmental_stage_name,discrete_point,experiment_id,experiment_source_id,external_sample_id,gene_accession_id,gene_symbol,genetic_background,id,life_stage_acc,life_stage_name,litter_id,metadata,metadata_group,observation_id,observation_type,parameter_name,parameter_stable_id,phenotyping_center,pipeline_name,pipeline_stable_id,procedure_group,procedure_name,procedure_sequence_id,procedure_stable_id,production_center,project_name,sex,specimen_id,strain_accession_id,strain_name,sub_term_description,sub_term_id,sub_term_name,text_value,time_point,weight,weight_date,weight_days_old,weight_parameter_stable_id,zygosity
1816865820315222027,1266,180,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,4,EPD0103_5_A10,,IMPC,2009-07-28T00:00:00Z,2013-01-14T00:00:00Z,EFO:0002948,postnatal,,867eb1828eee4875e7570844f69b0dce,Histopathology_4110,318403,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,cc3d8f5f-b057-4ff4-ab1f-7065a8511b7d,IMPCLS:0005,Early adult,unknown,"['Experimenter ID = 101111', 'Section thickness = 4', 'Severity maximum score = 4', 'Stain = H&E']",d41d8cd98f00b204e9800998ecf8427e,1be5092271b6e402a5efff3e71fed456,categorical,Liver - Severity score,IMPC_HIS_058_001,WTSI,MGP Select Pipeline,MGP_001,IMPC_HIS,Histopathology,1,IMPC_HIS_001,WTSI,MGP,male,79cc820d561999cc254eeaaf32e41f45,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,,,,,homozygote
1816865823003770887,72,10,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,Normal,EPD0103_5_A10,,EuroPhenome,2009-09-19T00:00:00Z,2009-11-30T00:00:00Z,EFO:0002948,postnatal,,ae32adb5acdfd7df4749e5078d348c46,EXP118070,354075,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,2f99c140-5674-42d5-9c3b-34677feabbfa,IMPCLS:0005,Early adult,unknown,,d41d8cd98f00b204e9800998ecf8427e,133c5e443cfe3549552d3a5bc7c25e2f,categorical,Ear morphology,M-G-P_026_001_015,WTSI,MGP Pipeline,M-G-P_001,M-G-P_026,Dysmorphology,EXP118070,M-G-P_026_001,WTSI,EUMODIC,male,bc3a0e569fe364fda24495f02ce2eb17,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,36.7,2009-11-30T00:00:00Z,72,M-G-P_012_001_005,homozygote
1816865823299469316,86,12,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,128.18181,EuroPhenome,2009-07-26T00:00:00Z,2009-10-20T00:00:00Z,EFO:0002948,postnatal,16.29,2c76304b6feae6c108a46513a6eace88,EXP109617,318424,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,dd85e279-61d4-4b27-a1d9-ea773bef0692,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,727d6154bee5b8037c42272a2d5a63e6,time_series,Ambulatory activity  (no. of beam cuts),M-G-P_003_001_007,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP109617,M-G-P_003_001,WTSI,EUMODIC,male,937bea8de16bb02ecdab480b1feaaf74,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-10-20T00:00:00Z,36.5,2009-10-20T00:00:00Z,86,M-G-P_003_001_001,homozygote
1816865912024727553,81,11,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,572.72723,EuroPhenome,2009-07-31T00:00:00Z,2009-10-20T00:00:00Z,EFO:0002948,postnatal,8.93,815471238bcc11bc96b7e789473cab2a,EXP109616,318409,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,2c6bf372-38cd-46ce-997e-aeac4067468e,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,f1e69e53da03235eab83fa363641ce87,time_series,Total activity  (no. of fine movement + no. of beam cuts),M-G-P_003_001_008,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP109616,M-G-P_003_001,WTSI,EUMODIC,male,1445055e7c8cd4b7e78882703bc81c6f,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-10-20T00:00:00Z,31.5,2009-10-20T00:00:00Z,81,M-G-P_003_001_001,homozygote
1816865913173966851,59,8,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,6425.6,EuroPhenome,2009-07-31T00:00:00Z,2009-09-28T00:00:00Z,EFO:0002948,postnatal,,57ea15e012cbc257378d93efad7af3ef,EXP103594,318409,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,817de385-21d2-48f7-895c-ba5d5d019ee9,IMPCLS:0005,Early adult,unknown,"['Central zone surface (% of total) = 42', 'Equipment manufacturer = TSE Systems', 'Equipment model = 07.01', 'Equipment name = ActiMot / MoTil', 'Light intesity in the center of the arena = 173.0', 'No of animals per cage = 4']",d41d8cd98f00b204e9800998ecf8427e,3dade03e58a4542231353a3323975f46,unidimensional,Periphery - distance,M-G-P_007_001_006,WTSI,MGP Pipeline,M-G-P_001,M-G-P_007,Open Field,EXP103594,M-G-P_007_001,WTSI,EUMODIC,male,1445055e7c8cd4b7e78882703bc81c6f,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,26.6,2009-09-28T00:00:00Z,59,M-G-P_022_001_001,homozygote
1816865914206814212,53,7,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,25.3,EuroPhenome,2009-07-31T00:00:00Z,2009-09-22T00:00:00Z,EFO:0002948,postnatal,7.0,7ded80afcac9f62b0b468f1ac25da120,IMPC_BWT_008_001_MW54842,318409,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,8ab1a857-45bf-4b22-b83c-3fe79a51d699,IMPCLS:0005,Early adult,unknown,['Source experiment id: cf0ec352d74dd5818ad8be078bac71ef'],d41d8cd98f00b204e9800998ecf8427e,351d7eee8e2d576ce9505cee91336145,time_series,Body weight curve,IMPC_BWT_008_001,WTSI,IMPC Pipeline,IMPC_001,IMPC_BWT,Body Weight,MW54842,IMPC_BWT_001,WTSI,EUMODIC,male,1445055e7c8cd4b7e78882703bc81c6f,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-09-22T00:00:00Z,,,,,homozygote
1816865914373537798,59,8,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,25.1,EuroPhenome,2009-07-24T00:00:00Z,2009-09-21T00:00:00Z,EFO:0002948,postnatal,,0e824e82004ed72bb17b328bd807aa8f,MW54752,318444,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,a13eb21b-9af1-4a2b-b298-d9dbb5de7b80,IMPCLS:0005,Early adult,unknown,,d41d8cd98f00b204e9800998ecf8427e,22d2bf6f069fa75f160ad690a5cb4eb9,unidimensional,Body Weight,M-G-P_022_001_001,WTSI,MGP Pipeline,M-G-P_001,M-G-P_022,Body Weight,MW54752,M-G-P_022_001,WTSI,EUMODIC,female,2f474106a66b061e9449a62d4bab30b3,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,,,,,homozygote
1816865914501464072,80,11,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,2.6,EuroPhenome,2009-09-21T00:00:00Z,2009-12-10T00:00:00Z,EFO:0002948,postnatal,14.08,8aacd772b571a13960cc06c5508d0693,EXP120860,354066,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,e8b94137-e30e-4820-b4e4-5b7b5d5fdb61,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,b977cd80be5da791ffb8f47d6d874b3b,time_series,Cumulative food intake ,M-G-P_003_001_012,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP120860,M-G-P_003_001,WTSI,EUMODIC,male,6d5e54e515de276618be97604f46751b,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-12-10T00:00:00Z,34.7,2009-12-10T00:00:00Z,80,M-G-P_003_001_001,homozygote
1816865915194572809,86,12,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,105.0,EuroPhenome,2009-07-26T00:00:00Z,2009-10-20T00:00:00Z,EFO:0002948,postnatal,5.65,2c76304b6feae6c108a46513a6eace88,EXP109617,318424,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,c97ab03a-7752-47b9-b3fc-358fc57ac138,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,15bfc737b4a33c8783c720a174f534c3,time_series,Oxygen consumption ,M-G-P_003_001_003,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP109617,M-G-P_003_001,WTSI,EUMODIC,male,937bea8de16bb02ecdab480b1feaaf74,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-10-20T00:00:00Z,36.5,2009-10-20T00:00:00Z,86,M-G-P_003_001_001,homozygote
1816865915554234370,80,11,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,938.82355,EuroPhenome,2009-09-21T00:00:00Z,2009-12-10T00:00:00Z,EFO:0002948,postnatal,1.61,8aacd772b571a13960cc06c5508d0693,EXP120860,354066,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,ceac7567-16f4-4e09-9d0e-6f67e398e2a7,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,44a5799799d8bb351138242a8c25959f,time_series,Total activity  (no. of fine movement + no. of beam cuts),M-G-P_003_001_008,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP120860,M-G-P_003_001,WTSI,EUMODIC,male,6d5e54e515de276618be97604f46751b,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-12-10T00:00:00Z,34.7,2009-12-10T00:00:00Z,80,M-G-P_003_001_001,homozygote
1816865915763949568,1276,182,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,MBLR,,IMPC,2009-07-26T00:00:00Z,2013-01-22T00:00:00Z,EFO:0002948,postnatal,,f6ef7220cba911cf964027e8bf477ffc,Histopathology_4112,318428,MGI:1347093,Fto,involves: B6Brd;B6Dnk;B6N-Tyr<c-Brd>,2989b9ff-3ca9-4d4f-9495-c173eb6d76da,IMPCLS:0005,Early adult,MBLR_20090726,"['Experimenter ID = 101111', 'Section thickness = 4', 'Severity maximum score = 4', 'Stain = H&E']",d41d8cd98f00b204e9800998ecf8427e,931655e94028bb0d977907cbde4bfb20,ontological,Thymus - MPATH process term,IMPC_HIS_021_001,WTSI,MGP Select Pipeline,MGP_001,IMPC_HIS,Histopathology,1,IMPC_HIS_001,WTSI,MGP,female,75e6df5113bbb1a73fce484fc73a90d5,MGI:5446362,B6Brd;B6Dnk;B6N-Tyr<c-Brd>,['Developmental and structural abnormalities occurring during embryonic development or during adult life.'],['MPATH:55'],['developmental and structural abnormality'],,,,,,,homozygote
1816865916362686464,80,11,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,120.0,EuroPhenome,2009-09-21T00:00:00Z,2009-12-10T00:00:00Z,EFO:0002948,postnatal,1.33,8aacd772b571a13960cc06c5508d0693,EXP120860,354066,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,dae48a91-fe8c-4091-8ee0-71002b1c4861,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,1ac1bf85da963326aef73950b7e122aa,time_series,Oxygen consumption ,M-G-P_003_001_003,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP120860,M-G-P_003_001,WTSI,EUMODIC,male,6d5e54e515de276618be97604f46751b,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-12-10T00:00:00Z,34.7,2009-12-10T00:00:00Z,80,M-G-P_003_001_001,homozygote
